HINBAN.CSV
"ïiî‘","çHíˆÉRÅ[Éh","êªïiãÊï™","èîå˚ãÊï™","éÂä«éñã∆èä","ï€ä«èÍèä","HinTanaNo","ïiñºó™èÃ","ïiñº","ïiñºÅi∂≈Åj","ïiñ⁄ÇP","ïiñ⁄ÇQ","è¡îÔê≈ïiñ⁄","åüç∏ïiñ⁄","íPà ÉRÅ[Éh","ì¸ÇËêî","ç´ïÔâ◊épÅiäOëïÅj","ç´ïÔâ◊épÅiì‡ëïÅj","ç´ïÔíPà ÅiäOëïÅj","ç´ïÔíPà Åiì‡ëïÅj","ê∂éYåvâÊóvî€ãÊï™","ç›å…åvè„ãÊï™","î≠íçì_ä«óùãÊï™","ÉLÉbÉgèoå…ãÊï™","î≠íçì_ç›å…êî","äÓèÄÅiïWèÄÅjç›å…êî","ÉXÉNÉâÉbÉvïiî‘","ÉXÉNÉâÉbÉvçHíˆÉRÅ[Éh","ÇjÇdÇxÅ|ÇmÇn","ç≈êVì¸å…ì˙","ç≈êVèoå…ì˙","îÃîÑó›åvêî","îıçl","ìoò^îNåéì˙","å¥âøåvéZÉtÉâÉO","çﬁéø","çﬁå˙","ïù","í∑Ç≥","óeêœ","î‰èd","íPèd","é©óRì¸óÕóìÇP","é©óRì¸óÕóìÇQ","é©óRì¸óÕóìÇR","é©óRì¸óÕóìÇS","é©óRì¸óÕóìÇT","é©óRì¸óÕóìÇU","é©óRì¸óÕóìÇV","é©óRì¸óÕóìÇW","é©óRì¸óÕóìÇX","é©óRì¸óÕóìÇPÇO","é©óRì¸óÕóìÇPÇP","é©óRì¸óÕóìÇPÇQ","é©óRì¸óÕóìÇPÇR","é©óRì¸óÕóìÇPÇS","é©óRì¸óÕóìÇPÇT","é©óRì¸óÕóìÇPÇU","é©óRì¸óÕóìÇPÇV","é©óRì¸óÕóìÇPÇW","é©óRì¸óÕóìÇPÇX","é©óRì¸óÕóìÇQÇO","íPèdåvéZï˚ñ@ãÊï™","ÉJÉâÅ[","èWñÒïiî‘","èWñÒçHíˆÉRÅ[Éh","¿ﬁ–∞ãÊï™","óLå¯ä˙å¿êîãÊï™","óLå¯ä˙å¿êî","í[êîèàóùãÊï™","è¨êîãÊï™","íIâµèâä˙íl","HinSeibanKBN","HinStateKBN","HinStateDay"
"S10-P2-EX","","7","","","","","îpî‘","îpî‘","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00027","","20180809","2927.000000","","20190701","","","0.000000","0.000000","0.000000","0.000000","0.000000","16000.000000","","","","","","","","","1","GS-P2","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-P2-R-EX","","7","","","","","P-2Ãﬂ◊≤œ∞(UN/15KG)","ÇoÅ|ÇQÉvÉâÉCÉ}Å[ (UN/15KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01360","","20190828","57.000000","","20160511","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-P2","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-P2-S","","5","","","","","P-2Ãﬂ◊≤œ∞","P-2Ãﬂ◊≤œ∞","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40777","","","0.000000","","20111019","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","0.6","7.5~13.0sec","1","","","haiban","B8-5","÷º…éÜ:ñ{<300kìy<10ä ","ñ≥","","","","","","0","","","","","","0","","","","","",""
"S10-P2Y","","7","","","","","îpî‘","îpî‘","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00028","","20180417","644.000000","","20190701","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-P2Y","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-P2Y-EX","","7","","","","","îpî‘","îpî‘","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00063","","","0.000000","","20190701","","","0.000000","0.000000","0.000000","0.000000","0.000000","16000.000000","","","","","","","","","1","GS-P2Y","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-P2Y-S","","5","","","","","P-2YÃﬂ◊≤œ∞","P-2YÃﬂ◊≤œ∞","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40778","","","0.000000","","20111019","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","0.6","7.5~13.0sec","1","","","haiban","B8-5","ãgñÏéÜ(300kgà»â∫)","ñ≥","","","","","","0","","","","","","0","","","","","",""
"S10-P3","","7","","","","","P-3Ãﬂ◊≤œ-(15KG)","ÇoÅ|ÇRÉvÉâÉCÉ}Å[ (15KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01459","","20200731","38.000000","","20180619","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-P3","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-P3-S","","5","","","","","P-3 ÉvÉâÉCÉ}Å[","P-3 ÉvÉâÉCÉ}Å[","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42661","","","0.000000","","20180619","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","7.5~13.0sec","1","","","éwíËñ≥Çµ","DMP-005","÷º…éÜ:ñ{<300kìy<10ä ","ñ≥","","","","","","0","","","","","","0","","","","","",""
"S10-P4-R-EX","","7","","","","","P4Ãﬂ◊≤œ∞(UN/15KG)","ÇoÇSÉvÉâÉCÉ}Å[ (UN/15KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01590","","20200624","3.000000","","20191017","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-P4","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-P4-S","","5","","","","","P-4","P-4","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42770","","","0.000000","","20191018","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","7.5~13.0sec","1","","","Ãÿ∞","2110","ãgñÏéÜñ¢íË","ñ≥","","","","","","0","","","","","","0","","","","","",""
"S10-R140","","7","","","","","ÿ∏ﬁ…∞ŸR-140 (1KG)","ÉäÉOÉmÅ[ÉãÇqÅ|ÇPÇSÇO (1KG)","","10","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00029","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","1000.000000","","","","","","","","","1","GS-R140","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-R140-S","","5","","","","","ÿ∏ﬁ…∞ŸR-140","ÿ∏ﬁ…∞ŸR-140","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40779","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-SAMPLE","","7","","","","","âºìoò^êªïiÅióLèûÅj","âºìoò^êªïiÅióLèûÅj","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00707","","","0.000000","","20070219","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-SIRIKON-1-PM","","7","","","","","ºÿ∫›PM (1KG)","ÉVÉäÉRÉìÇoÇl (1KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00030","","20191211","28.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","1000.000000","","","","","","","","","1","GS-SIRIKON-PM","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-SIRIKON-4-PM","","7","","","","","ºÿ∫›PM(4KG)","ÉVÉäÉRÉìÇoÇl (4KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01064","","20180723","78.000000","","20110721","","","0.000000","0.000000","0.000000","0.000000","0.000000","4000.000000","","","","","","","","","1","GS-SIRIKON-PM","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-SIRIKON-PM","","7","","","","","ºÿ∫›PM (15KG)","ÉVÉäÉRÉìÇoÇl (15KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00064","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-SIRIKON-PM","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-SIRIKON-PM-EX","","7","","","","","ºÿ∫›PM(UN/15KG)","ÉVÉäÉRÉìÇoÇl (UN/15KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01422","","20170817","3.000000","","20170731","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-SIRIKON-PM-S","","5","","","","","ºÿ∫›PM","ºÿ∫›PM","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40780","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-SN-P","","7","","","","","SNÃﬂ◊≤œ∞ (16ág)","ÇrÇmÉvÉâÉCÉ}Å[ (16ág)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00065","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","16000.000000","","","","","","","","","1","GS-SN-P","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-SN-P-S","","5","","","","","SNÃﬂ◊≤œ∞","SNÃﬂ◊≤œ∞","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40781","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-SPC100A-17","","7","","","","","JUPITER SPC-100éÂç‹(","JUPITER ÇrÇoÇbÅ|ÇPÇOÇOéÂç‹ (17KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01712","","","0.000000","","20200331","","","0.000000","0.000000","0.000000","0.000000","0.000000","17000.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-SPC100A-4","","7","","","","","JUPITER SPC-100éÂç‹(","JUPITER ÇrÇoÇbÅ|ÇPÇOÇOéÂç‹ (4KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01714","","20200529","2.000000","","20200331","","","0.000000","0.000000","0.000000","0.000000","0.000000","4000.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-SPC100A-S","","5","","","","","SPC-100 éÂç‹","SPC-100 éÂç‹","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42799","","","0.000000","","20200401","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","√ﬁ∞¿≈º","√ﬁ∞¿≈º","1","","","ñ≥","ñ≥","ñ≥","ñ≥","∑∞Ãﬂ:500ccì‡ñ ä ","","","","","0","","","","","","0","","","","","",""
"S10-SPC100B-02","","7","","","","","JUPITER SPC-100çdâª","JUPITER ÇrÇoÇbÅ|ÇPÇOÇOçdâªç‹ (200G)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01715","","20200529","2.000000","","20200331","","","0.000000","0.000000","0.000000","0.000000","0.000000","200.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-SPC100B-1K","","7","","","","","JUPITER SPC-100çdâª","JUPITER ÇrÇoÇbÅ|ÇPÇOÇOçdâªç‹ (1KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01713","","","0.000000","","20200331","","","0.000000","0.000000","0.000000","0.000000","0.000000","1000.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-SPC100B-S","","5","","","","","SPC-100 çdâªç‹","SPC-100 çdâªç‹","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42798","","","0.000000","","20200401","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","√ﬁ∞¿≈º","√ﬁ∞¿≈º","1","","","ñ≥","ñ≥","ñ≥","ñ≥","∑∞Ãﬂ:è¨∂ﬁ◊ΩÀﬁ› 30g","","","","","0","","","","","","0","","","","","",""
"S10-T100","","7","","","","","T-100 (1KG)","ÇsÅ|ÇPÇOÇOÅ@ÅiÇPÇjÇfÅj","","10","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00066","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","1000.000000","","","","","","","","","1","GS-T100","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-T100-S","","5","","","","","T-100","T-100","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40782","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-T17P2","","7","","","","","T-17P-2âêè¡ç‹ (15KG)","ÇsÅ|ÇPÇVÇoÅ|ÇQâêè¡ç‹ (15KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00031","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-T17P2","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-T17P2-4","","7","","","","","T-17P-2âêè¡ç‹ (4KG)","ÇsÅ|ÇPÇVÇoÅ|ÇQâêè¡ç‹ (4KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00067","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","4000.000000","","","","","","","","","1","GS-T17P2","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-T17P2-S","","5","","","","","T-17P-2âêè¡ç‹","T-17P-2âêè¡ç‹","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40783","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-TA10P5","","7","","","","","TA-10P-5âêè¡ç‹ (15KG","ÇsÇ`-ÇPÇOÇo-ÇTâêè¡ç‹ (15KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00032","","20190703","92.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-TA10P5","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-TA10P5-3-EX","","7","","","","","TA-10P-5âêè¡ç‹(UN/","ÇsÇ`Å|ÇPÇOÇoÅ|ÇTâêè¡ç‹ (UN/3KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00991","","20101214","1.000000","","20101207","","","0.000000","0.000000","0.000000","0.000000","0.000000","3000.000000","","","","","","","","","1","GS-TA10P5","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-TA10P5-4","","7","","","","","TA-10P-5âêè¡ç‹ (4KG)","ÇsÇ`-ÇPÇOÇo-ÇTâêè¡ç‹ (4KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00033","","20200427","246.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","4000.000000","","","","","","","","","1","GS-TA10P5","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-TA10P5-S","","5","","","","","TA-10P-5âêè¡ç‹","TA-10P-5âêè¡ç‹","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40784","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-TEA","","7","","","","","ƒÿ¥¡Ÿ±–› (1KG)","ÉgÉäÉGÉ`ÉãÉAÉ~Éì (1KG)","","10","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00068","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","1000.000000","","","","","","","","","1","GS-TEA","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-TEA-S","","5","","","","","ƒÿ¥¡Ÿ±–›","ƒÿ¥¡Ÿ±–›","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40785","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-TNK500-3-EX","","7","","","","","TNK-500(UN/3KG)","ÇsÇmÇjÅ|ÇTÇOÇO (UN/3KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01441","","20180116","1.000000","","20171204","","","0.000000","0.000000","0.000000","0.000000","0.000000","3000.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-TNK500-4","","7","","","","","TNK-500(4KG)","ÇsÇmÇjÅ|ÇTÇOÇO (4KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01440","","","0.000000","","20171204","","","0.000000","0.000000","0.000000","0.000000","0.000000","4000.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-TNK500-S","","5","","","","","TNK-500(LC-951)","TNK-500(LC-951)","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42634","","","0.000000","","20171211","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","ñ≥","ñ≥","ñ≥","","","","","","0","","","","","","0","","","","","",""
"S10-TPL3529","","7","","","","","√ΩŒﬂ∞ŸL-3529 (1KG)","ÉeÉXÉ|Å[ÉãÇkÅ|ÇRÇTÇQÇX (1KG)","","10","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00034","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","1000.000000","","","","","","","","","1","GS-TPL3529","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-TPL3529-S","","5","","","","","√ΩŒﬂ∞ŸL-3529","√ΩŒﬂ∞ŸL-3529","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40786","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-TR-7","","7","","","","","TR-7 âêè¡ç‹ (3.5KG)","ÇsÇqÅ|ÇVÅ@âêè¡ç‹Å@(3.5KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00069","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","3500.000000","","","","","","","","","1","GS-TR-7","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-TR-7-15","","7","","","","","TR-7 âêè¡ç‹ (15KG)","ÇsÇqÅ|ÇVÅ@âêè¡ç‹Å@(15KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00070","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-TR-7","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-TR-7-S","","5","","","","","TR-7 âêè¡ç‹","TR-7 âêè¡ç‹","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40787","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-TYL-EX","","7","","","","","TY-L(UN/20KG)","ÇsÇxÅ|Çk (UN/20KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01444","","20200302","4.000000","","20171213","","","0.000000","0.000000","0.000000","0.000000","0.000000","20000.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-TYL-S","","5","","","","","TY-L(L-7001)","TY-L(L-7001)","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42635","","","0.000000","","20171213","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","ñ≥","ñ≥","ñ≥","","","","","","0","","","","","","0","","","","","",""
"S10-WHT01-3","","7","","","","","WHT-01(3KG)","ÇvÇgÇsÅ|ÇOÇP (3KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01522","","20190514","1.000000","","20190422","","","0.000000","0.000000","0.000000","0.000000","0.000000","3000.000000","","","","","","","","","1","GS-WHT01","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-WHT01-3-S","","5","","","","","WHT-01-3","WHT-01-3","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42748","","","0.000000","","20190425","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","ñ≥Çµ","ñ≥Çµ","ñ≥Çµ","ñ≥Çµ","","","","","","0","","","","","","0","","","","","",""
"S10-ZBLK805","","7","","","","","îpî‘","îpî‘","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01050","","","0.000000","","20110609","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-ZBLK805-15","","7","","","","","Z-Ãﬁ◊Ø∏-805(15KG)","ÇyÅ]ÉuÉâÉbÉNÅ]ÇWÇOÇT (15KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01386","","","0.000000","","20161114","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-ZBLK805-15-S","","5","","","","","Z-BLK-805","Z-BLK-805","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42490","","","0.000000","","20161123","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-ZBLK805-3","","7","","","","","Z-Ãﬁ◊Ø∏-805 (3KG)","ÇyÅ]ÉuÉâÉbÉNÅ]ÇWÇOÇT (3KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01049","","20200327","7.000000","","20110609","","","0.000000","0.000000","0.000000","0.000000","0.000000","3000.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-ZBLK805-3-S","","5","","","","","Z-BLK-805-3","Z-BLK-805-3","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42551","","","0.000000","","20161123","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-ZBLK807","","7","","","","","îpî‘","îpî‘","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01052","","","0.000000","","20110609","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-ZBLK807-15","","7","","","","","Z-Ãﬁ◊Ø∏807(15KG)","ÇyÅ]ÉuÉâÉbÉNÅ]ÇWÇOÇV (15KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01387","","","0.000000","","20161114","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-ZBLK807-15-S","","5","","","","","Z-BLK-807","Z-BLK-807","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42491","","","0.000000","","20161123","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-ZBLK807-3","","7","","","","","Z-Ãﬁ◊Ø∏-807(3KG)","ÇyÅ]ÉuÉâÉbÉNÅ]ÇWÇOÇV (3KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01051","","20110623","1.000000","","20110609","","","0.000000","0.000000","0.000000","0.000000","0.000000","3000.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-ZBLK807-3-S","","5","","","","","Z-BLK-807-3","Z-BLK-807-3","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42557","","","0.000000","","20161123","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-ZBLK808-3","","7","","","","","Z-Ãﬁ◊Ø∏-808(3KG)","ÇyÅ|ÉuÉâÉbÉNÅ|ÇWÇOÇW (3KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00966","","20200327","4.000000","","20100622","","","0.000000","0.000000","0.000000","0.000000","0.000000","3000.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-ZBLK808-3-EX","","7","","","","","Z-BLACK-808(3KG)","ÇyÅ|ÇaÇkÇ`ÇbÇjÅ\ÇWÇOÇWÅiÇRÇjÇfÅj","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01297","","20191004","56.000000","","20150407","","","0.000000","0.000000","0.000000","0.000000","0.000000","3000.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-ZBLK808-3-S","","5","","","","","Z-BLACK-808-3","Z-BLACK-808-3","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42374","","","0.000000","","20150409","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-ZBLK9800-3-EX","","7","","","","","Z-BLACK-9800(3KG)","ÇyÅ|ÇaÇkÇ`ÇbÇjÅ\ÇXÇWÇOÇOÅiÇRÇjÇfÅj","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01298","","20191004","28.000000","","20150407","","","0.000000","0.000000","0.000000","0.000000","0.000000","3000.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-ZBLK9800-3-S","","5","","","","","Z-BLACK-9800-3","Z-BLACK-9800-3","","CA","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42375","","","0.000000","","20150409","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S10-ZBLU655-3","","7","","","","","Z-ÃﬁŸ∞655(3KG)","ÇyÅ]ÉuÉãÅ[Å]ÇUÇTÇT (3KG)","","10","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01013","","20120306","2.000000","","20110405","","","0.000000","0.000000","0.000000","0.000000","0.000000","3000.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
