TOKUISAKI.CSV
"得意先コード","納入先コード","相手先区分","諸口区分","TokNGKBN","請求先コード","得意先略称","担当者コード","締め日１","締め日２","入金日１","入金日２","サイト","TokNyuSit2","売上端数処理区分","消費税端数処理区分","TokCurrency","消費税単位区分","伝票発行時期","伝票様式ＮＯ","伝票記号","伝票番号桁数","伝票採番区分","出荷ﾘｰﾄﾞﾀｲﾑ","売上送信区分","単価ﾁｪｯｸ区分","運送業者ｺｰﾄﾞ","便ｺｰﾄﾞ","請求書発行有無区分","出荷元工場","出荷元倉庫","TokAreCD","自由使用欄１","自由使用欄２","自由使用欄３","自由使用欄４","自由使用欄５","TokFree6","TokFree7","TokFree8","TokFree9","TokFree10"
"T1210","IND05","5","","","T1210","日祥物流　成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INF01","5","","","T1210","名港海運(株)西２区","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INK01","5","","","T1210","商船三井㈱","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INK02","5","","","T1210","安達包運倉庫㈱","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INK03","5","","","T1210","商船三井　成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INK04","5","","","T1210","セントレア商船三井","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INK05","5","","","T1210","名港海運㈱西２区","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INK06","5","","","T1210","安達包運　名港西２","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INK07","5","","","T1210","三井倉庫エクスプレス","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INK08","5","","","T1210","日祥物流成田ﾀｰﾐﾅﾙ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INK09","5","","","T1210","日本通運　成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INK10","5","","","T1210","日本通運㈱中部空港","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INK11","5","","","T1210","阪急阪神ｴｸｽﾌﾟﾚｽ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INK12","5","","","T1210","ｽｶｲﾊﾟｯｷﾝｸﾞ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INM01","5","","","T1210","商船三井ロジスティッ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INM02","5","","","T1210","TASエクスプレス成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INM03","5","","","T1210","安達包運倉庫","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INM04","5","","","T1210","商船三井　成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INM05","5","","","T1210","安達包運　名港西２","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INM06","5","","","T1210","商船三井　成田ロジス","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INN01","5","","","T1210","商船三井成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INN02","5","","","T1210","安達包運倉庫","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INN03","5","","","T1210","セントレア商船三井","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INN04","5","","","T1210","安達包運　名港西２","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INN05","5","","","T1210","日祥物流　成田ﾀｰﾐﾅﾙ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INN06","5","","","T1210","日本通運　成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INS11","5","","","T1210","安達包運倉庫㈱","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INS12","5","","","T1210","商船三井","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INS13","5","","","T1210","安達包運　名港西２","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INS14","5","","","T1210","三井倉庫ｴｸｽﾌﾟﾚｽ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INS15","5","","","T1210","日本通運　成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","INS16","5","","","T1210","日本通運㈱中部空港","000210","31","","31","","","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","JSS01","5","","","T1210","ｼｰｶﾞﾙ・ｾﾝﾄﾚｱ・ﾀｰﾐﾅﾙ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","KCZ01","5","","","T1210","商船三井ﾛｼﾞｽﾃｨｸｽ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","KCZ02","5","","","T1210","日祥物流　成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","KCZ03","5","","","T1210","三井倉庫エクスプレス","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","KCZ04","5","","","T1210","日本通運㈱中部空港","000210","31","","31","","","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","KOH01","5","","","T1210","商船三井","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T1210","KOH02","5","","","T1210","安達包運倉庫㈱","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","KOK01","5","","","T1210","名港海運㈱西２区","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T1210","KOL01","5","","","T1210","商船三井","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","PHH01","5","","","T1210","安達包運　名港西２","000210","31","","31","","","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","PHH02","5","","","T1210","名港海運(株)西二区","000210","31","","31","","","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","RUK01","5","","","T1210","(株)日祥物流成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","RUK02","5","","","T1210","近鉄ｴｸｽﾌﾟﾚｽ　成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","RUK03","5","","","T1210","近鉄コスモス　成田梱","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","RUK04","5","","","T1210","近鉄ｺｽﾓｽ　成田物流","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","SAH01","5","","","T1210","商船三井","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T1210","SAH02","5","","","T1210","名港海運㈱西２区","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T1210","SAH03","5","","","T1210","安達包運倉庫㈱","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","SAH04","5","","","T1210","商船三井成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","SAH05","5","","","T1210","安達包運　名港西２","000210","31","","31","","","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","SAL01","5","","","T1210","安達包運倉庫　名港","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","SAL02","5","","","T1210","商船三井成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","SAL03","5","","","T1210","商船三井","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","SAL04","5","","","T1210","日祥物流成田ﾀｰﾐﾅﾙ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","SAL05","5","","","T1210","三井倉庫エクスプレス","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","SHK01","5","","","T1210","TASエｸスプレス成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T1210","SHK02","5","","","T1210","鈴与鶴見","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T1210","SHK03","5","","","T1210","名港海運㈱弥富","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","SHK04","5","","","T1210","商船三井ロジスティク","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","SHK05","5","","","T1210","日祥物流成田ターミナ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","SHK06","5","","","T1210","名港海運(株)西二区","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","SHK07","5","","","T1210","安達包運倉庫　名港西","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","SIP01","5","","","T1210","安達包運倉庫","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","SIP02","5","","","T1210","安達包運倉庫(株)名港","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","SIP03","5","","","T1210","名港海運㈱西二区","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","TAD04","5","","","T1210","商船三井","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T1210","TAD05","5","","","T1210","名港海運㈱西2区","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T1210","TAD06","5","","","T1210","安達包運倉庫㈱","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","TAD07","5","","","T1210","商船三井成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","TAD08","5","","","T1210","日本通運㈱浜松","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","TAD09","5","","","T1210","安達包運　名港西２","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","TAD10","5","","","T1210","日祥物流　成田ﾀｰﾐﾅﾙ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","TAD11","5","","","T1210","西鉄物流","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","TAD12","5","","","T1210","西鉄物流","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","THB01","5","","","T1210","名港海運(株)西２区","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","THB02","5","","","T1210","日祥物流　成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","THC01","5","","","T1210","名港海運(株)","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","THK01","5","","","T1210","商船三井","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T1210","THK02","5","","","T1210","名港海運㈱弥富","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T1210","THK03","5","","","T1210","商船三井成田ロジス","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","THK04","5","","","T1210","商船三井成田AMB","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","THK05","5","","","T1210","TASエクスプレス成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","THK06","5","","","T1210","名港海運西2区","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","THK07","5","","","T1210","日祥物流　成田ﾀｰﾐﾅﾙ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","THK08","5","","","T1210","日本通運","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","THK09","5","","","T1210","日本通運㈱中部空港","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","THS01","5","","","T1210","名港海運㈱西2区","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T1210","THS02","5","","","T1210","商船三井","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T1210","THS03","5","","","T1210","三井倉庫","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","THS04","5","","","T1210","ＴＡＳエクスプレス","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","THT01","5","","","T1210","名港海運㈱西2区","","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","THV01","5","","","T1210","商船三井ロジスティク","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","THV02","5","","","T1210","名港海運(株)","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","THV03","5","","","T1210","日祥物流　成田ﾀｰﾐﾅﾙ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","TKH05","5","","","T1210","ＴＡＳエクスプレス成","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","TKTT1","5","","","T1210","名港海運","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","TKTT2","5","","","T1210","商船三井(株)成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","TKTT3","5","","","T1210","日祥物流成田ﾀｰﾐﾅﾙ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","TKTT4","5","","","T1210","安達包運倉庫㈱名港","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","UKK01","5","","","T1210","商船三井","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T1210","UKK02","5","","","T1210","名港海運㈱西2区","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T1210","UKK03","5","","","T1210","安達包運倉庫","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","UKK04","5","","","T1210","安達包運倉庫　名港","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","UKK05","5","","","T1210","三井倉庫エクスプレス","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","UKK06","5","","","T1210","日祥物流　成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","VES11","5","","","T1210","日祥物流　成田ﾀｰﾐﾅﾙ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","VES12","5","","","T1210","安達包運　名港西２","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","VES13","5","","","T1210","商船三井","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","VES14","5","","","T1210","三井倉庫","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1210","VES15","5","","","T1210","日本通運成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T1220","","4","","","T1220","和光","000200","20","","20","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T1900","","4","","","T1900","藤原製作所","000200","20","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T2100","","4","","","T2100","東洋理工","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T2100","H167","5","","","T2100","佐藤技研","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T2200","","4","","","T2200","福山","000200","31","","20","","00","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T2200","H014","5","","","T2200","福山東広島工場","000210","31","","20","","00","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T2300","","4","","","T2300","サンメ","000200","20","","05","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T2810","","4","","","T2810","フィアロスペース","000210","31","","25","","00","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T2830","","4","","","T2830","トモノ","000210","25","","28","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T2850","","4","","","T2850","セニー","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T2850","AIR02","5","","","T2850","NLTプロロジス","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T2850","ALS01","5","","","T2850","内外トランス","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T2850","ALS02","5","","","T2850","宇徳運輸㈱","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T2850","ALS03","5","","","T2850","玉家運輸倉庫","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T2850","CHS01","5","","","T2850","玉家運輸倉庫","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T2850","CHS02","5","","","T2850","JALカーゴサービス","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T2850","GAS01","5","","","T2850","国際空港上屋","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T2850","KOK01","5","","","T2850","玉家運輸倉庫(株)","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T2850","KOS01","5","","","T2850","川岸金沢","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T2850","KOS02","5","","","T2850","丸一海運","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T2850","KOS03","5","","","T2850","東京国際埠頭","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T2850","KOS04","5","","","T2850","Ｂ２","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T2850","KOS05","5","","","T2850","玉家運輸倉庫","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T2850","KOS06","5","","","T2850","丸全昭和運輸㈱","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T2850","KOS07","5","","","T2850","舟津産業㈱","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","","","","","","","","","",""
"T2860","","4","","","T2860","関東光器","000200","31","","05","","01","","0","0","","","0","00","","6","0","0","","","","","","","","","0","","","","","","","","",""
"T2880","","4","","","T2880","長瀬","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","0","","","","","","","","",""
"T2880","AIR01","5","","","T2880","日通商事成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","0","","","","","","","","",""
"T2880","AIR02","5","","","T2880","西鉄物流","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","AIR03","5","","","T2880","日祥物流","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","GZS01","5","","","T2880","近鉄エキスプレス成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","0","","","","","","","","",""
"T2880","GZS02","5","","","T2880","築港横浜","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","0","","","","","","","","",""
"T2880","GZS03","5","","","T2880","西鉄物流㈱","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","0","","","","","","","","",""
"T2880","GZS04","5","","","T2880","名古屋築港 9号地","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","GZS05","5","","","T2880","丸一海運","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","GZS06","5","","","T2880","築港横浜　第２","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","GZS07","5","","","T2880","日通商事㈱成田ｻﾃﾗｲﾄ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","GZS08","5","","","T2880","築港　名古屋","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","GZS09","5","","","T2880","西鉄物流㈱梱包","000210","31","","31","","","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","GZS10","5","","","T2880","西鉄　成田梱包営業所","000210","31","","31","","","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","H169","5","","","T2880","川口ｽﾌﾟﾘﾝｸﾞ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","H172","5","","","T2880","ﾌｧﾙﾃｯｸ　北関東","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","HAS01","5","","","T2880","築港（築港大黒倉庫）","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","0","","","","","","","","",""
"T2880","HAS02","5","","","T2880","築港横浜","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","0","","","","","","","","",""
"T2880","HAS03","5","","","T2880","日通商事㈱成田梱包","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","0","","","","","","","","",""
"T2880","HAS04","5","","","T2880","築港横浜　第２","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","HAS05","5","","","T2880","西鉄物流㈱梱包","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","HAS06","5","","","T2880","西鉄　成田梱包営業所","000210","31","","31","","","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","IDL01","5","","","T2880","西鉄物流㈱","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","0","","","","","","","","",""
"T2880","IDL02","5","","","T2880","日通商事㈱成田サテラ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","0","","","","","","","","",""
"T2880","INB01","5","","","T2880","築港横浜","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","INI01","5","","","T2880","築港横浜","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","0","","","","","","","","",""
"T2880","INI02","5","","","T2880","㈱日祥物流","000210","31","","31","","","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","INN11","5","","","T2880","築港横浜","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","INN12","5","","","T2880","日通商事㈱成田サテラ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","INN13","5","","","T2880","築港横浜　第２","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","INS01","5","","","T2880","近鉄エキスプレス成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","0","","","","","","","","",""
"T2880","INS02","5","","","T2880","築港横浜","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","0","","","","","","","","",""
"T2880","INS03","5","","","T2880","㈱日祥物流　成田","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","0","","","","","","","","",""
"T2880","INS04","5","","","T2880","日通商事㈱成田サテラ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","INS05","5","","","T2880","築港横浜　第２","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","JUS01","5","","","T2880","築港横浜","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","0","","","","","","","","",""
"T2880","JUS02","5","","","T2880","築港9号地","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","JUS03","5","","","T2880","日通商事㈱成田サテラ","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
"T2880","JUS04","5","","","T2880","築港横浜　第２","000210","31","","31","","01","","0","0","","","0","00","","6","0","0","","1","","","","","","","","","","","","","","","",""
